name,pop,lat,lon
New York ,8287238,40.730599100000006,-73.9865812
Los Angeles ,3826423,34.053717,-118.24272659999998
Chicago ,2705627,41.8755546,-87.6244212
Houston ,2129784,29.7589382,-95.36769740000001
Philadelphia ,1539313,39.952335,-75.16378900000001
Phoenix ,1465114,33.44676810000001,-112.07567240000002
San Antonio ,1359174,29.424600199999997,-98.4951405
San Diego ,1321016,32.7174209,-117.16277140000001
Dallas ,1219399,32.7761963,-96.7968994
San Jose ,971495,37.343850200000006,-121.88313490000002
Austin ,839714,30.2711286,-97.7436995
Jacksonville ,829543,30.3321838,-81.655651
Indianapolis  ,827346,39.7683331,-86.1583502
San Francisco ,816239,37.7792768,-122.41927040000002
Columbus ,799270,39.9622601,-83.00070649999999
Fort Worth ,761895,32.753177,-97.3327459
Charlotte ,756204,35.2270869,-80.8431268
Detroit ,702149,42.3486635,-83.0567375
El Paso ,665503,31.8111305,-106.5013493
Memphis ,655975,35.1490215,-90.0516285
Boston ,630645,42.3604823,-71.0595678
Seattle ,622175,47.6038321,-122.3300624
Baltimore ,620889,39.2908608,-76.61080729999999
Washington ,620427,38.8949549,-77.03664559999999
Denver ,619390,39.7391536,-104.9847034
Nashville-Davidson   ,612243,36.187025,-86.78086153
Louisville/Jefferson County   ,601709,38.209237,-85.70385019999999
Milwaukee ,597435,43.0349931,-87.92249699999999
Portland ,593859,45.5202471,-122.6741949
Oklahoma City ,589896,35.4729886,-97.5170536
Las Vegas ,588257,36.1662859,-115.149225
Albuquerque ,551813,35.0841034,-106.6509851
Tucson ,524192,32.2217422,-110.92647590000001
Fresno ,501357,36.739442100000005,-119.7848307
Sacramento ,471625,38.5815719,-121.49439960000001
Long Beach ,465825,33.7774658,-118.1884871
Kansas City ,462035,39.0844687,-94.5630298
Mesa ,444954,33.436188,-111.58606609999998
Virginia Beach ,442984,36.795302500000005,-76.05092502
Atlanta ,432135,33.749098700000005,-84.39018490000001
Omaha ,429604,41.258731700000006,-95.93787320000001
Colorado Springs ,427416,38.8339578,-104.8253485
Raleigh ,414135,35.7804015,-78.6390779
Miami ,412438,25.7742658,-80.1936589
Oakland ,396649,37.804455700000005,-122.27135630000001
Tulsa ,392751,36.1556805,-95.9929113
Cleveland ,392505,41.5051613,-81.6934446
Minneapolis ,388253,44.9772995,-93.2654692
Wichita ,383696,37.6922361,-97.3375448
Arlington ,370908,32.735581599999996,-97.10711859999999
New Orleans ,360877,29.949932300000004,-90.0701156
Bakersfield ,353533,35.3738712,-119.01946389999999
Tampa ,346934,27.947759499999997,-82.458444
Anaheim ,340830,33.8347516,-117.911732
Santa Ana ,328856,33.749959499999996,-117.87328259999998
St. Louis ,319188,38.62727329999999,-90.19788890000001
Riverside ,310025,33.953354600000004,-117.39616229999999
Corpus Christi ,308069,27.8002542,-97.3955744
Pittsburgh ,306099,40.4416941,-79.99008609999998
Lexington-Fayette urban county,301213,38.0464066,-84.4970393
Cincinnati ,296114,39.1014537,-84.5124602
Stockton ,295386,37.9577016,-121.29077959999998
St. Paul ,288884,44.9504037,-93.10150259999999
Toledo ,285549,41.678675399999996,-83.51272829999999
Newark ,277854,40.735657,-74.1723667
Greensboro ,272521,36.0726355,-79.79197540000001
Plano ,267620,33.013676399999994,-96.6925096
Lincoln ,262389,40.8000554,-96.6674005
Buffalo ,260525,42.8864468,-78.8783689
Henderson ,259958,40.8156124,-90.9104547
Fort Wayne ,254607,41.0799898,-85.13860150000001
Jersey City ,253117,40.7281575,-74.0776417
Chula Vista ,248684,32.6400541,-117.0841955
St. Petersburg ,246042,27.770379600000002,-82.66950849999999
Orlando ,243787,28.5421175,-81.3790462
Laredo ,241188,27.506099100000004,-99.50889790000001
Chandler ,239977,33.3067132,-111.84084890000001
Madison ,236923,43.074760999999995,-89.3837613
Lubbock ,233586,33.5778631,-101.85516650000001
Winston-Salem ,231873,36.0998167,-80.24414449999999
Hialeah ,231352,25.8670435,-80.29146312
Garland ,230205,32.912624,-96.6388833
Baton Rouge ,228939,30.4507462,-91.154551
Glendale ,228645,34.142345500000005,-118.24836709999998
Chesapeake ,225333,36.8190369,-76.2749399
Irvine ,220528,33.685696899999996,-117.82598190000002
Irving ,220012,32.862919500000004,-96.97917017
Scottsdale ,219841,33.5091215,-111.8992365
North Las Vegas ,218971,36.2008371,-115.11209579999999
Fremont ,217630,37.548269700000006,-121.98857190000001
Gilbert ,214057,33.294207,-111.7379465
San Bernardino ,212061,34.1083449,-117.2897652
Rochester ,210891,43.185475399999994,-77.61068605
Boise City ,209280,43.5988375,-116.243255
Spokane ,209025,47.65886029999999,-117.4247134
Montgomery ,207513,32.3669656,-86.3006485
Richmond ,206977,37.53850870000001,-77.43428
Des Moines ,205908,41.5910641,-93.60371490000001
Modesto ,204312,37.6390972,-120.99687820000001
Shreveport ,201875,32.482848499999996,-93.82848316
Fayetteville ,201485,36.111508,-94.20986672
Oxnard ,200080,34.1975048,-119.17705159999998
Tacoma ,199882,47.24957979999999,-122.43987460000001
Fontana ,199879,34.0922335,-117.435048
Akron ,198909,41.0830643,-81.5184854
Yonkers ,197772,40.9312099,-73.8987469
Moreno Valley ,196970,33.937517,-117.23059440000002
Little Rock ,195279,34.7464809,-92.2895948
Columbus ,195272,39.9622601,-83.00070649999999
Mobile ,194806,30.6943566,-88.04305409999999
Amarillo ,193907,35.2072185,-101.83382459999999
Huntington Beach ,193366,33.678123799999995,-118.0000112
Glendale ,193214,34.142345500000005,-118.24836709999998
Grand Rapids ,189054,42.963240500000005,-85.66786390000001
Salt Lake City ,188158,40.7670126,-111.89043079999999
Tallahassee ,183442,30.4380832,-84.2809332
Huntsville ,182219,34.577718,-86.83583561
Knoxville ,180606,35.960394799999996,-83.92102609999999
Newport News ,180356,37.016827,-76.45051959999999
Grand Prairie ,178811,32.7459645,-96.99778459999999
Brownsville ,178551,25.914025600000002,-97.4890856
Providence ,178375,41.8239891,-71.4128343
Santa Clarita ,177843,34.3916641,-118.54258600000001
Overland Park ,176068,38.9822282,-94.6707917
Jackson ,175448,32.29903839999999,-90.1847691
Garden Grove ,173281,33.7746292,-117.9463717
Chattanooga ,170486,35.0456297,-85.3096801
Oceanside ,169795,33.1958696,-117.3794834
Fort Lauderdale ,169045,26.122308399999998,-80.14337859999999
Rancho Cucamonga ,168210,34.1063989,-117.5931084
Port St. Lucie ,167112,27.2939333,-80.35032829999999
Tempe ,163730,33.4144139,-111.90944740000002
Springfield ,160408,39.7989763,-89.6443688
Lancaster ,158474,40.038129999999995,-76.3056686
Cape Coral ,157680,26.6069232,-81.98026259999999
Pembroke Pines ,157568,26.02322025,-80.34123892
Eugene ,157237,44.0505054,-123.09505060000001
Sioux Falls ,156757,43.5499749,-96.700327
Peoria ,156708,40.6938609,-89.5891008
Salem ,156248,44.9391565,-123.033121
Elk Grove ,155844,38.4087993,-121.37161780000001
Macon-Bibb County,155632,32.8406946,-83.6324022
Corona ,155005,40.7469593,-73.8601456
Palmdale ,154440,34.5793131,-118.1171108
Springfield ,153798,39.7989763,-89.6443688
Salinas ,152667,36.6777078,-121.65601140000001
Rockford ,151930,42.2713945,-89.09396600000001
Pasadena ,151308,34.14764520000001,-118.14447790000001
Pomona ,150065,34.0552886,-117.75227930000001
Joliet ,147895,41.525031,-88.0817252
Hayward ,147030,37.6688205,-122.08079640000001
Torrance ,146461,33.835849200000006,-118.34062879999999
Kansas City ,146281,39.0844687,-94.5630298
Escondido ,146247,33.1216751,-117.08148490000002
Bridgeport ,146110,41.1670412,-73.2048348
Fort Collins ,145977,40.5508527,-105.0668085
Paterson ,145962,40.916765399999996,-74.171811
Syracuse ,144457,43.0481221,-76.1474244
Lakewood ,144184,39.6246085,-105.0842039
Sunnyvale ,143968,37.368830100000004,-122.03634960000001
Hollywood ,143696,34.102826799999995,-118.3299899
Naperville ,142994,41.772910700000004,-88.147867
Dayton ,141894,39.758947799999994,-84.1916069
Cary ,141773,35.788297299999996,-78.7811925
Mesquite ,141454,32.7666103,-96.59947199999999
Savannah ,140157,32.0835407,-81.0998342
Orange ,138438,33.750037799999994,-117.87049309999999
Pasadena ,138036,34.14764520000001,-118.14447790000001
McKinney ,137960,33.197649600000005,-96.6154471
Fullerton ,136673,33.870821500000005,-117.9294165
Clarksville ,136442,38.2967791,-85.7602087
Warren ,133904,40.844282799999995,-90.61684079999999
McAllen ,133623,26.154573000000003,-98.26072076
West Valley City ,131077,40.691613200000006,-112.00105009999999
New Haven ,130955,41.3082138,-72.92505179999999
Bellevue ,130267,47.614421899999996,-122.1923372
Sterling Heights ,129883,42.5803122,-83.0302033
Olathe ,128269,38.8843867,-94.81611269999999
Topeka ,128015,39.0490111,-95.6775557
Cedar Rapids ,127837,41.9758872,-91.6704053
Thousand Oaks ,127559,34.1705609,-118.83759369999999
Waco ,126534,31.549333,-97.1466695
Elizabeth ,126063,40.6639916,-74.2107006
Visalia ,125859,36.330228399999996,-119.2920585
Gainesville ,125743,29.651907,-82.3247976
Hartford ,125492,41.7634935,-72.68305229999999
Miramar ,125189,25.97591145,-80.33472113
Simi Valley ,125184,34.2694474,-118.78148200000001
Stamford ,124123,41.0534302,-73.53873409999999
Concord ,123764,43.207106,-71.53702159999999
Coral Springs ,123753,26.26485615,-80.26534189
Frisco ,123605,35.2351765,-75.6284903
Charleston ,123144,32.7876012,-79.9402728
Carrollton ,122505,33.580110299999994,-85.0766113
Roseville ,122294,38.72338,-121.18587820000002
Lafayette ,122172,30.2240897,-92.0198427
Thornton ,121885,39.95782075,-104.96698870000002
Evansville ,120133,37.9747645,-87.5558483
Denton ,120045,33.1728435,-97.05898636
Surprise ,119195,33.6292271,-112.3680189
Allen ,118878,37.888216799999995,-95.3170208
Abilene ,118727,32.446453399999996,-99.7333478
Victorville ,118134,34.536106700000005,-117.2911565
Santa Clara ,118010,37.35411320000001,-121.95517439999999
Beaumont ,117833,30.0860459,-94.10184609999999
Springfield ,117096,39.7989763,-89.6443688
Vallejo ,116908,38.1040864,-122.25663670000002
Independence ,116860,37.224235799999995,-95.7083131
Peoria ,115279,40.6938609,-89.5891008
Ann Arbor ,115276,42.268156899999994,-83.7312291
Provo ,114611,40.233843799999995,-111.6585337
El Monte ,114354,34.0751571,-118.036849
Lansing ,114270,42.73377120000001,-84.5553805
Berkeley ,114048,37.8708393,-122.27286389999999
Norman ,113968,35.2225717,-97.4394816
Midland ,113885,43.6155825,-84.24721170000001
Downey ,112541,33.9400143,-118.1325688
Murfreesboro ,111704,35.915516499999995,-86.44469333
Costa Mesa ,111049,33.6633386,-117.90331699999999
Inglewood ,110834,33.9616801,-118.3531311
Miami Gardens ,110414,25.94207545,-80.23975271
